year	teamID	finalTeamID	teamName
2016	BRK	NJN	Brooklyn Nets
2016	CHI	CHI	Chicago Bulls
2016	CHO	CHA	Charlotte Hornets
2016	CLE	CLE	Cleveland Cavaliers
2016	DAL	DAL	Dallas Mavericks
2016	DEN	DEN	Denver Nuggets
2016	DET	DET	Detroit Pistons
2016	GSW	GSW	Golden State Warriors
2016	HOU	HOU	Houston Rockets
2016	IND	IND	Indiana Pacers
2016	LAC	LAC	Los Angeles Clippers
2016	LAL	LAL	Los Angeles Lakers
2016	MEM	MEM	Memphis Grizzlies
2016	MIA	MIA	Miami Heat
2016	MIL	MIL	Milwaukee Bucks
2016	MIN	MIN	Minnesota Timberwolves
2016	NOP	NOH	New Orleans Pelicans
2016	NYK	NYK	New York Knicks
2016	OKC	OKC	Oklahoma City Thunder
2016	ORL	ORL	Orlando Magic
2016	PHI	PHI	Philadelphia 76ers
2016	PHO	PHO	Phoenix Suns
2016	POR	POR	Portland Trail Blazers
2016	SAC	SAC	Sacramento Kings
2016	SAS	SAS	San Antonio Spurs
2016	TOR	TOR	Toronto Raptors
2016	UTA	UTA	Utah Jazz
2016	WAS	WAS	Washington Wizards
2017	ATL	ATL	Atlanta Hawks
2017	BOS	BOS	Boston Celtics
2017	BRK	NJN	Brooklyn Nets
2017	CHI	CHI	Chicago Bulls
2017	CHO	CHA	Charlotte Hornets
2017	CLE	CLE	Cleveland Cavaliers
2017	DAL	DAL	Dallas Mavericks
2017	DEN	DEN	Denver Nuggets
2017	DET	DET	Detroit Pistons
2017	GSW	GSW	Golden State Warriors
2017	HOU	HOU	Houston Rockets
2017	IND	IND	Indiana Pacers
2017	LAC	LAC	Los Angeles Clippers
2017	LAL	LAL	Los Angeles Lakers
2017	MEM	MEM	Memphis Grizzlies
2017	MIA	MIA	Miami Heat
2017	MIL	MIL	Milwaukee Bucks
2017	MIN	MIN	Minnesota Timberwolves
2017	NOP	NOH	New Orleans Pelicans
2017	NYK	NYK	New York Knicks
2017	OKC	OKC	Oklahoma City Thunder
2017	ORL	ORL	Orlando Magic
2017	PHI	PHI	Philadelphia 76ers
2017	PHO	PHO	Phoenix Suns
2017	POR	POR	Portland Trail Blazers
2017	SAC	SAC	Sacramento Kings
2017	SAS	SAS	San Antonio Spurs
2017	TOR	TOR	Toronto Raptors
2017	UTA	UTA	Utah Jazz
2017	WAS	WAS	Washington Wizards
2018	ATL	ATL	Atlanta Hawks
2018	BOS	BOS	Boston Celtics
2018	BRK	NJN	Brooklyn Nets
2018	CHI	CHI	Chicago Bulls
2018	CHO	CHA	Charlotte Hornets
2018	CLE	CLE	Cleveland Cavaliers
2018	DAL	DAL	Dallas Mavericks
2018	DEN	DEN	Denver Nuggets
2018	DET	DET	Detroit Pistons
2018	GSW	GSW	Golden State Warriors
2018	HOU	HOU	Houston Rockets
2018	IND	IND	Indiana Pacers
2018	LAC	LAC	Los Angeles Clippers
2018	LAL	LAL	Los Angeles Lakers
2018	MEM	MEM	Memphis Grizzlies
2018	MIA	MIA	Miami Heat
2018	MIL	MIL	Milwaukee Bucks
2018	MIN	MIN	Minnesota Timberwolves
2018	NOP	NOH	New Orleans Pelicans
2018	NYK	NYK	New York Knicks
2018	OKC	OKC	Oklahoma City Thunder
2018	ORL	ORL	Orlando Magic
2018	PHI	PHI	Philadelphia 76ers
2018	PHO	PHO	Phoenix Suns
2018	POR	POR	Portland Trail Blazers
2018	SAC	SAC	Sacramento Kings
2018	SAS	SAS	San Antonio Spurs
2018	TOR	TOR	Toronto Raptors
2018	UTA	UTA	Utah Jazz
2018	WAS	WAS	Washington Wizards
2019	ATL	ATL	Atlanta Hawks
2019	BOS	BOS	Boston Celtics
2019	BRK	NJN	Brooklyn Nets
2019	CHI	CHI	Chicago Bulls
2019	CHO	CHA	Charlotte Hornets
2019	CLE	CLE	Cleveland Cavaliers
2019	DAL	DAL	Dallas Mavericks
2019	DEN	DEN	Denver Nuggets
2019	DET	DET	Detroit Pistons
2019	GSW	GSW	Golden State Warriors
2019	HOU	HOU	Houston Rockets
2019	IND	IND	Indiana Pacers
2019	LAC	LAC	Los Angeles Clippers
2019	LAL	LAL	Los Angeles Lakers
2019	MEM	MEM	Memphis Grizzlies
2019	MIA	MIA	Miami Heat
2019	MIL	MIL	Milwaukee Bucks
2019	MIN	MIN	Minnesota Timberwolves
2019	NOP	NOH	New Orleans Pelicans
2019	NYK	NYK	New York Knicks
2019	OKC	OKC	Oklahoma City Thunder
2019	ORL	ORL	Orlando Magic
2019	PHI	PHI	Philadelphia 76ers
2019	PHO	PHO	Phoenix Suns
2019	POR	POR	Portland Trail Blazers
2019	SAC	SAC	Sacramento Kings
2019	SAS	SAS	San Antonio Spurs
2019	TOR	TOR	Toronto Raptors
2019	UTA	UTA	Utah Jazz
2019	WAS	WAS	Washington Wizards
